ISO_A3,Year,Capacity_kt,Source
IRN,2029,18.9,Theoretical growth
SDN,2029,17.9,Theoretical growth
GRL,2029,17.7,Theoretical growth
UZB,2029,17.5,IEA-anchored growth
TCD,2029,16.4,Theoretical growth
BWA,2029,14.3,Theoretical growth
NER,2029,13.3,Theoretical growth
COD,2029,13.2,Theoretical growth
NOR,2029,140.2,IEA-anchored growth
MLI,2029,11.3,Theoretical growth
OMN,2029,576.4,IEA-anchored growth
IDN,2029,50.2,IEA-anchored growth
DEU,2029,184.0,IEA-anchored growth
FRA,2029,39.7,IEA-anchored growth
DNK,2029,131.2,IEA-anchored growth
SWE,2029,167.1,IEA-anchored growth
IRL,2029,8.9,IEA-anchored growth
BOL,2029,8.7,Theoretical growth
TUR,2029,8.1,Theoretical growth
AFG,2029,7.3,Theoretical growth
TUN,2029,93.7,IEA-anchored growth
AGO,2029,7.1,Theoretical growth
UKR,2029,6.9,Theoretical growth
ETH,2029,6.6,Theoretical growth
COL,2029,45.5,IEA-anchored growth
NZL,2029,14.9,IEA-anchored growth
ESP,2029,485.2,IEA-anchored growth
NLD,2029,218.0,IEA-anchored growth
SOM,2029,5.6,Theoretical growth
PRT,2029,98.1,IEA-anchored growth
FIN,2029,91.4,IEA-anchored growth
TZA,2029,5.3,Theoretical growth
VEN,2029,5.2,Theoretical growth
NGA,2029,5.1,Theoretical growth
IRQ,2029,5.1,Theoretical growth
JPN,2029,4.9,IEA-anchored growth
MOZ,2029,4.6,Theoretical growth
ZMB,2029,4.3,Theoretical growth
POL,2029,7.1,IEA-anchored growth
YEM,2029,3.9,Theoretical growth
MDG,2029,3.9,Theoretical growth
MMR,2029,3.9,Theoretical growth
SSD,2029,3.5,Theoretical growth
CAF,2029,3.5,Theoretical growth
KEN,2029,3.4,Theoretical growth
PRY,2029,17.7,IEA-anchored growth
ITA,2029,59.3,IEA-anchored growth
THA,2029,2.9,Theoretical growth
PNG,2029,2.6,Theoretical growth
CMR,2029,2.6,Theoretical growth
URY,2029,55.1,IEA-anchored growth
BLR,2029,2.5,Theoretical growth
SYR,2029,2.4,Theoretical growth
ARE,2029,2.3,IEA-anchored growth
PHL,2029,2.2,Theoretical growth
ZWE,2029,2.1,Theoretical growth
COG,2029,1.9,Theoretical growth
MYS,2029,48.8,IEA-anchored growth
ROU,2029,10.9,IEA-anchored growth
VNM,2029,1.9,Theoretical growth
CIV,2029,1.9,Theoretical growth
BFA,2029,1.8,Theoretical growth
GRC,2029,9.4,IEA-anchored growth
GUY,2029,1.7,Theoretical growth
GAB,2029,1.5,Theoretical growth
ECU,2029,1.4,Theoretical growth
UGA,2029,1.4,Theoretical growth
GHA,2029,1.4,Theoretical growth
GIN,2029,1.4,Theoretical growth
SEN,2029,1.4,Theoretical growth
KGZ,2029,1.3,Theoretical growth
TJK,2029,1.3,Theoretical growth
LAO,2029,1.3,Theoretical growth
PRK,2029,1.2,Theoretical growth
ERI,2029,1.1,Theoretical growth
AUT,2029,29.9,IEA-anchored growth
KHM,2029,1.0,Theoretical growth
JOR,2029,32.4,IEA-anchored growth
CZE,2029,1.5,IEA-anchored growth
HUN,2029,0.9,IEA-anchored growth
ISL,2029,5.1,IEA-anchored growth
NPL,2029,0.9,Theoretical growth
LVA,2029,0.8,Theoretical growth
KWT,2029,0.8,Theoretical growth
SUR,2029,0.8,Theoretical growth
BGR,2029,0.8,Theoretical growth
KOR,2029,6.1,IEA-anchored growth
CUB,2029,0.8,Theoretical growth
ESH,2029,0.8,Theoretical growth
BGD,2029,0.8,Theoretical growth
LTU,2029,0.8,Theoretical growth
SRB,2029,16.2,IEA-anchored growth
NIC,2029,0.7,Theoretical growth
AZE,2029,0.7,Theoretical growth
CHE,2029,2.0,IEA-anchored growth
BEN,2029,0.7,Theoretical growth
HND,2029,0.6,Theoretical growth
MWI,2029,0.6,Theoretical growth
GTM,2029,0.6,Theoretical growth
HRV,2029,0.6,Theoretical growth
EST,2029,47.0,IEA-anchored growth
LBR,2029,0.6,Theoretical growth
GEO,2029,0.6,Theoretical growth
DJI,2029,0.5,Theoretical growth
LKA,2029,0.5,Theoretical growth
BEL,2029,10.3,IEA-anchored growth
LSO,2029,0.5,Theoretical growth
QAT,2029,0.5,Theoretical growth
BIH,2029,0.5,Theoretical growth
SLE,2029,0.4,Theoretical growth
PAN,2029,42.7,IEA-anchored growth
MDA,2029,0.4,Theoretical growth
CRI,2029,0.4,IEA-anchored growth
TGO,2029,0.3,Theoretical growth
SVK,2029,2.8,IEA-anchored growth
BTN,2029,0.3,Theoretical growth
TWN,2029,0.3,Theoretical growth
DOM,2029,0.3,Theoretical growth
ISR,2029,0.3,Theoretical growth
ARM,2029,0.2,Theoretical growth
GNB,2029,0.2,Theoretical growth
SLB,2029,0.2,Theoretical growth
SWZ,2029,0.2,Theoretical growth
MKD,2029,0.2,Theoretical growth
ALB,2029,0.2,Theoretical growth
HTI,2029,0.2,Theoretical growth
FJI,2029,0.2,Theoretical growth
GNQ,2029,0.2,Theoretical growth
SVN,2029,5.3,IEA-anchored growth
BDI,2029,0.1,Theoretical growth
RWA,2029,0.1,Theoretical growth
BHS,2029,0.1,Theoretical growth
NCL,2029,0.1,Theoretical growth
FLK,2029,0.1,Theoretical growth
BLZ,2029,0.1,Theoretical growth
SLV,2029,0.1,Theoretical growth
GMB,2029,0.1,Theoretical growth
JAM,2029,0.1,Theoretical growth
ATF,2029,0.1,Theoretical growth
MNE,2029,0.1,Theoretical growth
TLS,2029,0.1,Theoretical growth
TTO,2029,0.1,Theoretical growth
BRN,2029,0.1,Theoretical growth
VUT,2029,0.1,Theoretical growth
LBN,2029,0.1,Theoretical growth
PRI,2029,0.1,Theoretical growth
PSE,2029,0.0,Theoretical growth
CYP,2029,0.0,Theoretical growth
LUX,2029,0.0,Theoretical growth
CHN,2030,1275.6,IEA-anchored growth
AUS,2030,2167.1,IEA-anchored growth
RUS,2030,224.6,Theoretical growth
CAN,2030,168.8,IEA-anchored growth
KAZ,2030,162.3,Theoretical growth
USA,2030,529.2,IEA-anchored growth
DZA,2030,137.9,Theoretical growth
ATA,2030,109.9,Theoretical growth
LBY,2030,95.4,Theoretical growth
SAU,2030,584.2,IEA-anchored growth
IND,2030,273.9,IEA-anchored growth
MRT,2030,63.1,IEA-anchored growth
BRA,2030,431.8,IEA-anchored growth
ZAF,2030,87.2,IEA-anchored growth
MEX,2030,44.7,IEA-anchored growth
ARG,2030,42.7,IEA-anchored growth
EGY,2030,144.2,IEA-anchored growth
MAR,2030,525.7,IEA-anchored growth
PER,2030,27.6,IEA-anchored growth
GBR,2030,71.6,IEA-anchored growth
MNG,2030,24.6,Theoretical growth
PAK,2030,24.6,Theoretical growth
TKM,2030,24.4,Theoretical growth
NAM,2030,213.6,IEA-anchored growth
CHL,2030,396.3,IEA-anchored growth
IRN,2030,21.0,Theoretical growth
SDN,2030,19.9,Theoretical growth
GRL,2030,19.7,Theoretical growth
UZB,2030,19.5,IEA-anchored growth
TCD,2030,18.3,Theoretical growth
BWA,2030,15.9,Theoretical growth
NER,2030,14.8,Theoretical growth
COD,2030,14.7,Theoretical growth
NOR,2030,155.8,IEA-anchored growth
MLI,2030,12.6,Theoretical growth
OMN,2030,640.5,IEA-anchored growth
IDN,2030,55.8,IEA-anchored growth
DEU,2030,204.5,IEA-anchored growth
FRA,2030,44.1,IEA-anchored growth
DNK,2030,145.8,IEA-anchored growth
SWE,2030,185.6,IEA-anchored growth
IRL,2030,9.8,IEA-anchored growth
BOL,2030,9.7,Theoretical growth
TUR,2030,9.0,Theoretical growth
AFG,2030,8.1,Theoretical growth
TUN,2030,104.1,IEA-anchored growth
AGO,2030,7.9,Theoretical growth
UKR,2030,7.6,Theoretical growth
ETH,2030,7.3,Theoretical growth
COL,2030,50.6,IEA-anchored growth
NZL,2030,16.5,IEA-anchored growth
ESP,2030,539.1,IEA-anchored growth
NLD,2030,242.2,IEA-anchored growth
SOM,2030,6.2,Theoretical growth
PRT,2030,109.0,IEA-anchored growth
FIN,2030,101.5,IEA-anchored growth
TZA,2030,5.9,Theoretical growth
VEN,2030,5.7,Theoretical growth
NGA,2030,5.7,Theoretical growth
IRQ,2030,5.6,Theoretical growth
JPN,2030,5.4,IEA-anchored growth
MOZ,2030,5.1,Theoretical growth
ZMB,2030,4.7,Theoretical growth
POL,2030,7.9,IEA-anchored growth
YEM,2030,4.4,Theoretical growth
MDG,2030,4.3,Theoretical growth
MMR,2030,4.3,Theoretical growth
SSD,2030,3.9,Theoretical growth
CAF,2030,3.9,Theoretical growth
KEN,2030,3.7,Theoretical growth
PRY,2030,19.6,IEA-anchored growth
ITA,2030,65.9,IEA-anchored growth
THA,2030,3.2,Theoretical growth
PNG,2030,2.9,Theoretical growth
CMR,2030,2.9,Theoretical growth
URY,2030,61.3,IEA-anchored growth
BLR,2030,2.8,Theoretical growth
SYR,2030,2.6,Theoretical growth
ARE,2030,2.5,IEA-anchored growth
PHL,2030,2.5,Theoretical growth
ZWE,2030,2.4,Theoretical growth
COG,2030,2.1,Theoretical growth
MYS,2030,54.2,IEA-anchored growth
ROU,2030,12.1,IEA-anchored growth
VNM,2030,2.1,Theoretical growth
CIV,2030,2.1,Theoretical growth
BFA,2030,2.0,Theoretical growth
GRC,2030,10.5,IEA-anchored growth
GUY,2030,1.9,Theoretical growth
GAB,2030,1.7,Theoretical growth
ECU,2030,1.6,Theoretical growth
UGA,2030,1.6,Theoretical growth
GHA,2030,1.5,Theoretical growth
GIN,2030,1.5,Theoretical growth
SEN,2030,1.5,Theoretical growth
KGZ,2030,1.5,Theoretical growth
TJK,2030,1.5,Theoretical growth
LAO,2030,1.4,Theoretical growth
PRK,2030,1.3,Theoretical growth
ERI,2030,1.2,Theoretical growth
AUT,2030,33.2,IEA-anchored growth
KHM,2030,1.1,Theoretical growth
JOR,2030,36.0,IEA-anchored growth
CZE,2030,1.6,IEA-anchored growth
HUN,2030,1.0,IEA-anchored growth
ISL,2030,5.7,IEA-anchored growth
NPL,2030,1.0,Theoretical growth
LVA,2030,0.9,Theoretical growth
KWT,2030,0.9,Theoretical growth
SUR,2030,0.9,Theoretical growth
BGR,2030,0.9,Theoretical growth
KOR,2030,6.8,IEA-anchored growth
CUB,2030,0.9,Theoretical growth
ESH,2030,0.9,Theoretical growth
BGD,2030,0.8,Theoretical growth
LTU,2030,0.8,Theoretical growth
SRB,2030,18.0,IEA-anchored growth
NIC,2030,0.8,Theoretical growth
AZE,2030,0.8,Theoretical growth
CHE,2030,2.2,IEA-anchored growth
BEN,2030,0.7,Theoretical growth
HND,2030,0.7,Theoretical growth
MWI,2030,0.7,Theoretical growth
GTM,2030,0.7,Theoretical growth
HRV,2030,0.7,Theoretical growth
EST,2030,52.2,IEA-anchored growth
LBR,2030,0.6,Theoretical growth
GEO,2030,0.6,Theoretical growth
DJI,2030,0.6,Theoretical growth
LKA,2030,0.6,Theoretical growth
BEL,2030,11.4,IEA-anchored growth
LSO,2030,0.5,Theoretical growth
QAT,2030,0.5,Theoretical growth
BIH,2030,0.5,Theoretical growth
SLE,2030,0.5,Theoretical growth
PAN,2030,47.5,IEA-anchored growth
MDA,2030,0.4,Theoretical growth
CRI,2030,0.4,IEA-anchored growth
TGO,2030,0.4,Theoretical growth
SVK,2030,3.1,IEA-anchored growth
BTN,2030,0.4,Theoretical growth
TWN,2030,0.3,Theoretical growth
DOM,2030,0.3,Theoretical growth
ISR,2030,0.3,Theoretical growth
ARM,2030,0.3,Theoretical growth
GNB,2030,0.2,Theoretical growth
SLB,2030,0.2,Theoretical growth
SWZ,2030,0.2,Theoretical growth
MKD,2030,0.2,Theoretical growth
ALB,2030,0.2,Theoretical growth
HTI,2030,0.2,Theoretical growth
FJI,2030,0.2,Theoretical growth
GNQ,2030,0.2,Theoretical growth
SVN,2030,5.9,IEA-anchored growth
BDI,2030,0.2,Theoretical growth
RWA,2030,0.1,Theoretical growth
BHS,2030,0.1,Theoretical growth
NCL,2030,0.1,Theoretical growth
FLK,2030,0.1,Theoretical growth
BLZ,2030,0.1,Theoretical growth
SLV,2030,0.1,Theoretical growth
GMB,2030,0.1,Theoretical growth
JAM,2030,0.1,Theoretical growth
ATF,2030,0.1,Theoretical growth
MNE,2030,0.1,Theoretical growth
TLS,2030,0.1,Theoretical growth
TTO,2030,0.1,Theoretical growth
BRN,2030,0.1,Theoretical growth
VUT,2030,0.1,Theoretical growth
LBN,2030,0.1,Theoretical growth
PRI,2030,0.1,Theoretical growth
PSE,2030,0.0,Theoretical growth
CYP,2030,0.0,Theoretical growth
LUX,2030,0.0,Theoretical growth
CHN,2031,3150.9,IEA-anchored growth
AUS,2031,3579.8,IEA-anchored growth
RUS,2031,1336.2,Theoretical growth
CAN,2031,1004.1,IEA-anchored growth
KAZ,2031,965.5,Theoretical growth
USA,2031,1219.6,IEA-anchored growth
DZA,2031,820.6,Theoretical growth
ATA,2031,654.1,Theoretical growth
LBY,2031,567.6,Theoretical growth
SAU,2031,1005.4,IEA-anchored growth
IND,2031,590.6,IEA-anchored growth
MRT,2031,375.3,IEA-anchored growth
BRA,2031,678.5,IEA-anchored growth
ZAF,2031,321.8,IEA-anchored growth
MEX,2031,266.2,IEA-anchored growth
ARG,2031,253.8,IEA-anchored growth
EGY,2031,345.2,IEA-anchored growth
MAR,2031,694.8,IEA-anchored growth
PER,2031,163.9,IEA-anchored growth
GBR,2031,198.1,IEA-anchored growth
MNG,2031,146.1,Theoretical growth
PAK,2031,146.1,Theoretical growth
TKM,2031,145.4,Theoretical growth
NAM,2031,321.2,IEA-anchored growth
CHL,2031,491.8,IEA-anchored growth
IRN,2031,124.7,Theoretical growth
SDN,2031,118.2,Theoretical growth
GRL,2031,117.0,Theoretical growth
UZB,2031,116.0,IEA-anchored growth
TCD,2031,108.7,Theoretical growth
BWA,2031,94.7,Theoretical growth
NER,2031,87.8,Theoretical growth
COD,2031,87.2,Theoretical growth
NOR,2031,218.0,IEA-anchored growth
MLI,2031,74.8,Theoretical growth
OMN,2031,666.1,IEA-anchored growth
IDN,2031,110.4,IEA-anchored growth
DEU,2031,250.5,IEA-anchored growth
FRA,2031,96.3,IEA-anchored growth
DNK,2031,190.3,IEA-anchored growth
SWE,2031,227.9,IEA-anchored growth
IRL,2031,58.5,IEA-anchored growth
BOL,2031,57.5,Theoretical growth
TUR,2031,53.4,Theoretical growth
AFG,2031,48.1,Theoretical growth
TUN,2031,138.4,IEA-anchored growth
AGO,2031,46.7,Theoretical growth
UKR,2031,45.4,Theoretical growth
ETH,2031,43.5,Theoretical growth
COL,2031,84.4,IEA-anchored growth
NZL,2031,50.5,IEA-anchored growth
ESP,2031,546.9,IEA-anchored growth
NLD,2031,261.2,IEA-anchored growth
SOM,2031,37.0,Theoretical growth
PRT,2031,134.7,IEA-anchored growth
FIN,2031,127.3,IEA-anchored growth
TZA,2031,35.0,Theoretical growth
VEN,2031,34.1,Theoretical growth
NGA,2031,34.0,Theoretical growth
IRQ,2031,33.4,Theoretical growth
JPN,2031,32.3,IEA-anchored growth
MOZ,2031,30.4,Theoretical growth
ZMB,2031,28.2,Theoretical growth
POL,2031,30.0,IEA-anchored growth
YEM,2031,26.0,Theoretical growth
MDG,2031,25.6,Theoretical growth
MMR,2031,25.5,Theoretical growth
SSD,2031,23.5,Theoretical growth
CAF,2031,23.3,Theoretical growth
KEN,2031,22.2,Theoretical growth
PRY,2031,37.0,IEA-anchored growth
ITA,2031,80.6,IEA-anchored growth
THA,2031,19.1,Theoretical growth
PNG,2031,17.4,Theoretical growth
CMR,2031,17.3,Theoretical growth
URY,2031,72.4,IEA-anchored growth
BLR,2031,16.4,Theoretical growth
SYR,2031,15.6,Theoretical growth
ARE,2031,15.1,IEA-anchored growth
PHL,2031,14.6,Theoretical growth
ZWE,2031,14.1,Theoretical growth
COG,2031,12.7,Theoretical growth
MYS,2031,62.2,IEA-anchored growth
ROU,2031,22.1,IEA-anchored growth
VNM,2031,12.6,Theoretical growth
CIV,2031,12.4,Theoretical growth
BFA,2031,12.2,Theoretical growth
GRC,2031,19.6,IEA-anchored growth
GUY,2031,11.1,Theoretical growth
GAB,2031,10.1,Theoretical growth
ECU,2031,9.4,Theoretical growth
UGA,2031,9.2,Theoretical growth
GHA,2031,9.1,Theoretical growth
GIN,2031,9.0,Theoretical growth
SEN,2031,9.0,Theoretical growth
KGZ,2031,8.9,Theoretical growth
TJK,2031,8.8,Theoretical growth
LAO,2031,8.6,Theoretical growth
PRK,2031,7.7,Theoretical growth
ERI,2031,7.2,Theoretical growth
AUT,2031,37.5,IEA-anchored growth
KHM,2031,6.8,Theoretical growth
JOR,2031,39.4,IEA-anchored growth
CZE,2031,6.5,IEA-anchored growth
HUN,2031,5.9,IEA-anchored growth
ISL,2031,10.2,IEA-anchored growth
NPL,2031,5.7,Theoretical growth
LVA,2031,5.5,Theoretical growth
KWT,2031,5.4,Theoretical growth
SUR,2031,5.4,Theoretical growth
BGR,2031,5.4,Theoretical growth
KOR,2031,10.8,IEA-anchored growth
CUB,2031,5.2,Theoretical growth
ESH,2031,5.1,Theoretical growth
BGD,2031,5.0,Theoretical growth
LTU,2031,5.0,Theoretical growth
SRB,2031,21.2,IEA-anchored growth
NIC,2031,4.9,Theoretical growth
AZE,2031,4.7,Theoretical growth
CHE,2031,5.9,IEA-anchored growth
BEN,2031,4.4,Theoretical growth
HND,2031,4.3,Theoretical growth
MWI,2031,4.2,Theoretical growth
GTM,2031,4.1,Theoretical growth
HRV,2031,4.0,Theoretical growth
EST,2031,52.8,IEA-anchored growth
LBR,2031,3.7,Theoretical growth
GEO,2031,3.7,Theoretical growth
DJI,2031,3.4,Theoretical growth
LKA,2031,3.4,Theoretical growth
BEL,2031,13.6,IEA-anchored growth
LSO,2031,3.1,Theoretical growth
QAT,2031,3.1,Theoretical growth
BIH,2031,3.0,Theoretical growth
SLE,2031,2.9,Theoretical growth
PAN,2031,47.5,IEA-anchored growth
MDA,2031,2.4,Theoretical growth
CRI,2031,2.3,IEA-anchored growth
TGO,2031,2.3,Theoretical growth
SVK,2031,4.8,IEA-anchored growth
BTN,2031,2.1,Theoretical growth
TWN,2031,1.8,Theoretical growth
DOM,2031,1.8,Theoretical growth
ISR,2031,1.7,Theoretical growth
ARM,2031,1.6,Theoretical growth
GNB,2031,1.4,Theoretical growth
SLB,2031,1.3,Theoretical growth
SWZ,2031,1.3,Theoretical growth
MKD,2031,1.2,Theoretical growth
ALB,2031,1.1,Theoretical growth
HTI,2031,1.1,Theoretical growth
FJI,2031,1.0,Theoretical growth
GNQ,2031,1.0,Theoretical growth
SVN,2031,6.5,IEA-anchored growth
BDI,2031,1.0,Theoretical growth
RWA,2031,0.9,Theoretical growth
BHS,2031,0.9,Theoretical growth
NCL,2031,0.9,Theoretical growth
FLK,2031,0.9,Theoretical growth
BLZ,2031,0.8,Theoretical growth
SLV,2031,0.8,Theoretical growth
GMB,2031,0.7,Theoretical growth
JAM,2031,0.7,Theoretical growth
ATF,2031,0.6,Theoretical growth
MNE,2031,0.6,Theoretical growth
TLS,2031,0.6,Theoretical growth
TTO,2031,0.4,Theoretical growth
BRN,2031,0.4,Theoretical growth
VUT,2031,0.4,Theoretical growth
LBN,2031,0.4,Theoretical growth
PRI,2031,0.3,Theoretical growth
PSE,2031,0.3,Theoretical growth
CYP,2031,0.2,Theoretical growth
LUX,2031,0.2,Theoretical growth
CHN,2032,5026.3,IEA-anchored growth
AUS,2032,4992.6,IEA-anchored growth
RUS,2032,2447.8,Theoretical growth
CAN,2032,1839.5,IEA-anchored growth
KAZ,2032,1768.7,Theoretical growth
USA,2032,1910.0,IEA-anchored growth
DZA,2032,1503.2,Theoretical growth
ATA,2032,1198.2,Theoretical growth
LBY,2032,1039.8,Theoretical growth
SAU,2032,1426.6,IEA-anchored growth
IND,2032,907.2,IEA-anchored growth
MRT,2032,687.6,IEA-anchored growth
BRA,2032,925.2,IEA-anchored growth
ZAF,2032,556.4,IEA-anchored growth
MEX,2032,487.6,IEA-anchored growth
ARG,2032,465.0,IEA-anchored growth
EGY,2032,546.1,IEA-anchored growth
MAR,2032,864.0,IEA-anchored growth
PER,2032,300.1,IEA-anchored growth
GBR,2032,324.7,IEA-anchored growth
MNG,2032,267.7,Theoretical growth
PAK,2032,267.6,Theoretical growth
TKM,2032,266.4,Theoretical growth
NAM,2032,428.7,IEA-anchored growth
CHL,2032,587.2,IEA-anchored growth
IRN,2032,228.4,Theoretical growth
SDN,2032,216.6,Theoretical growth
GRL,2032,214.3,Theoretical growth
UZB,2032,212.5,IEA-anchored growth
TCD,2032,199.1,Theoretical growth
BWA,2032,173.5,Theoretical growth
NER,2032,160.8,Theoretical growth
COD,2032,159.7,Theoretical growth
NOR,2032,280.1,IEA-anchored growth
MLI,2032,137.0,Theoretical growth
OMN,2032,691.8,IEA-anchored growth
IDN,2032,165.0,IEA-anchored growth
DEU,2032,296.5,IEA-anchored growth
FRA,2032,148.6,IEA-anchored growth
DNK,2032,234.7,IEA-anchored growth
SWE,2032,270.1,IEA-anchored growth
IRL,2032,107.2,IEA-anchored growth
BOL,2032,105.4,Theoretical growth
TUR,2032,97.7,Theoretical growth
AFG,2032,88.0,Theoretical growth
TUN,2032,172.7,IEA-anchored growth
AGO,2032,85.6,Theoretical growth
UKR,2032,83.1,Theoretical growth
ETH,2032,79.7,Theoretical growth
COL,2032,118.2,IEA-anchored growth
NZL,2032,84.5,IEA-anchored growth
ESP,2032,554.8,IEA-anchored growth
NLD,2032,280.3,IEA-anchored growth
SOM,2032,67.8,Theoretical growth
PRT,2032,160.3,IEA-anchored growth
FIN,2032,153.0,IEA-anchored growth
TZA,2032,64.1,Theoretical growth
VEN,2032,62.5,Theoretical growth
NGA,2032,62.2,Theoretical growth
IRQ,2032,61.2,Theoretical growth
JPN,2032,59.2,IEA-anchored growth
MOZ,2032,55.8,Theoretical growth
ZMB,2032,51.7,Theoretical growth
POL,2032,52.2,IEA-anchored growth
YEM,2032,47.6,Theoretical growth
MDG,2032,46.9,Theoretical growth
MMR,2032,46.7,Theoretical growth
SSD,2032,43.0,Theoretical growth
CAF,2032,42.8,Theoretical growth
KEN,2032,40.6,Theoretical growth
PRY,2032,54.4,IEA-anchored growth
ITA,2032,95.3,IEA-anchored growth
THA,2032,35.1,Theoretical growth
PNG,2032,31.9,Theoretical growth
CMR,2032,31.6,Theoretical growth
URY,2032,83.6,IEA-anchored growth
BLR,2032,30.0,Theoretical growth
SYR,2032,28.5,Theoretical growth
ARE,2032,27.7,IEA-anchored growth
PHL,2032,26.8,Theoretical growth
ZWE,2032,25.9,Theoretical growth
COG,2032,23.4,Theoretical growth
MYS,2032,70.1,IEA-anchored growth
ROU,2032,32.2,IEA-anchored growth
VNM,2032,23.1,Theoretical growth
CIV,2032,22.7,Theoretical growth
BFA,2032,22.3,Theoretical growth
GRC,2032,28.6,IEA-anchored growth
GUY,2032,20.4,Theoretical growth
GAB,2032,18.5,Theoretical growth
ECU,2032,17.2,Theoretical growth
UGA,2032,16.9,Theoretical growth
GHA,2032,16.7,Theoretical growth
GIN,2032,16.5,Theoretical growth
SEN,2032,16.5,Theoretical growth
KGZ,2032,16.2,Theoretical growth
TJK,2032,16.1,Theoretical growth
LAO,2032,15.7,Theoretical growth
PRK,2032,14.2,Theoretical growth
ERI,2032,13.1,Theoretical growth
AUT,2032,41.7,IEA-anchored growth
KHM,2032,12.5,Theoretical growth
JOR,2032,42.7,IEA-anchored growth
CZE,2032,11.5,IEA-anchored growth
HUN,2032,10.9,IEA-anchored growth
ISL,2032,14.7,IEA-anchored growth
NPL,2032,10.4,Theoretical growth
LVA,2032,10.0,Theoretical growth
KWT,2032,10.0,Theoretical growth
SUR,2032,9.9,Theoretical growth
BGR,2032,9.8,Theoretical growth
KOR,2032,14.9,IEA-anchored growth
CUB,2032,9.5,Theoretical growth
ESH,2032,9.4,Theoretical growth
BGD,2032,9.2,Theoretical growth
LTU,2032,9.1,Theoretical growth
SRB,2032,24.4,IEA-anchored growth
NIC,2032,8.9,Theoretical growth
AZE,2032,8.7,Theoretical growth
CHE,2032,9.7,IEA-anchored growth
BEN,2032,8.0,Theoretical growth
HND,2032,7.8,Theoretical growth
MWI,2032,7.6,Theoretical growth
GTM,2032,7.5,Theoretical growth
HRV,2032,7.3,Theoretical growth
EST,2032,53.5,IEA-anchored growth
LBR,2032,6.8,Theoretical growth
GEO,2032,6.7,Theoretical growth
DJI,2032,6.3,Theoretical growth
LKA,2032,6.3,Theoretical growth
BEL,2032,15.7,IEA-anchored growth
LSO,2032,5.7,Theoretical growth
QAT,2032,5.6,Theoretical growth
BIH,2032,5.5,Theoretical growth
SLE,2032,5.2,Theoretical growth
PAN,2032,47.5,IEA-anchored growth
MDA,2032,4.4,Theoretical growth
CRI,2032,4.3,IEA-anchored growth
TGO,2032,4.2,Theoretical growth
SVK,2032,6.5,IEA-anchored growth
BTN,2032,3.8,Theoretical growth
TWN,2032,3.3,Theoretical growth
DOM,2032,3.3,Theoretical growth
ISR,2032,3.2,Theoretical growth
ARM,2032,2.8,Theoretical growth
GNB,2032,2.5,Theoretical growth
SLB,2032,2.4,Theoretical growth
SWZ,2032,2.3,Theoretical growth
MKD,2032,2.2,Theoretical growth
ALB,2032,2.0,Theoretical growth
HTI,2032,2.0,Theoretical growth
FJI,2032,1.9,Theoretical growth
GNQ,2032,1.9,Theoretical growth
SVN,2032,7.0,IEA-anchored growth
BDI,2032,1.8,Theoretical growth
RWA,2032,1.6,Theoretical growth
BHS,2032,1.6,Theoretical growth
NCL,2032,1.6,Theoretical growth
FLK,2032,1.6,Theoretical growth
BLZ,2032,1.5,Theoretical growth
SLV,2032,1.4,Theoretical growth
GMB,2032,1.4,Theoretical growth
JAM,2032,1.2,Theoretical growth
ATF,2032,1.1,Theoretical growth
MNE,2032,1.1,Theoretical growth
TLS,2032,1.0,Theoretical growth
TTO,2032,0.8,Theoretical growth
BRN,2032,0.7,Theoretical growth
VUT,2032,0.7,Theoretical growth
LBN,2032,0.7,Theoretical growth
PRI,2032,0.6,Theoretical growth
PSE,2032,0.5,Theoretical growth
CYP,2032,0.4,Theoretical growth
LUX,2032,0.4,Theoretical growth
CHN,2033,6901.7,IEA-anchored growth
AUS,2033,6405.3,IEA-anchored growth
RUS,2033,3559.4,Theoretical growth
CAN,2033,2674.9,IEA-anchored growth
KAZ,2033,2571.9,Theoretical growth
USA,2033,2600.5,IEA-anchored growth
DZA,2033,2185.9,Theoretical growth
ATA,2033,1742.3,Theoretical growth
LBY,2033,1512.1,Theoretical growth
SAU,2033,1847.9,IEA-anchored growth
IND,2033,1223.9,IEA-anchored growth
MRT,2033,999.8,IEA-anchored growth
BRA,2033,1172.0,IEA-anchored growth
ZAF,2033,791.0,IEA-anchored growth
MEX,2033,709.1,IEA-anchored growth
ARG,2033,676.1,IEA-anchored growth
EGY,2033,747.1,IEA-anchored growth
MAR,2033,1033.1,IEA-anchored growth
PER,2033,436.4,IEA-anchored growth
GBR,2033,451.3,IEA-anchored growth
MNG,2033,389.2,Theoretical growth
PAK,2033,389.1,Theoretical growth
TKM,2033,387.4,Theoretical growth
NAM,2033,536.3,IEA-anchored growth
CHL,2033,682.7,IEA-anchored growth
IRN,2033,332.2,Theoretical growth
SDN,2033,314.9,Theoretical growth
GRL,2033,311.7,Theoretical growth
UZB,2033,309.0,IEA-anchored growth
TCD,2033,289.5,Theoretical growth
BWA,2033,252.3,Theoretical growth
NER,2033,233.9,Theoretical growth
COD,2033,232.3,Theoretical growth
NOR,2033,342.3,IEA-anchored growth
MLI,2033,199.3,Theoretical growth
OMN,2033,717.4,IEA-anchored growth
IDN,2033,219.6,IEA-anchored growth
DEU,2033,342.5,IEA-anchored growth
FRA,2033,200.8,IEA-anchored growth
