,Country code,Risk Free,Country Risk,Equity Risk,Lenders Margin,Technology Risk,Equity Cost,Debt Cost,WACC,Debt Share,Tax Rate,Year
141,TZA,3.5575698664588566,3.9923116367505527,1.3072426087161868,0.9773349533019257,3.2522203323769374,20.18752639667437,14.308282709314819,13.08667939760446,69.80963952156613,30.0,2024
142,THA,3.812566582834473,1.47118991157599,1.0226814485258517,1.2221038527387154,3.310614195742269,16.313220861482286,11.433097776675757,10.8391559914173,76.3814907961697,20.0,2024
143,TGO,3.7067689883461448,6.078960087522441,1.5030944193735016,0.9531829440449625,3.453753519877675,22.854052473527226,16.287154930159517,15.695759959164725,65.28650301677825,27.0,2024
144,TTO,3.5119527044738055,2.6032911809144244,1.1609297854604277,1.0246416398049425,3.150679908847248,18.19547456279018,12.829948756095545,11.451495219500849,73.1886885574959,30.0,2024
145,TUN,4.097569866458858,9.370358156599302,1.7484852174323733,1.0135277437332484,3.858027541945615,26.195052793348744,18.766565418629636,20.087968526169394,59.61927904313226,15.0,2024
146,TUR,3.7146415553823813,4.147927191161802,1.3072426087161868,1.047144592823492,3.152464054511589,19.925026396674372,14.04578270931482,13.36942000259545,69.80963952156613,25.0,2024
147,TCA,4.5,1.7130286480931822,1.0226814485258517,1.527629815923394,3.822370184076606,16.313220861482286,11.433097776675757,12.585710096619035,76.3814907961697,0.0,2024
148,UGA,3.6186322092734935,5.952882287092242,1.5030944193735016,0.9140110422348955,3.388140584345813,22.854052473527226,16.287154930159517,15.376760542319946,65.28650301677825,30.0,2024
149,UKR,4.072039948283802,12.702512772784514,2.042262933418346,0.8664870182895872,3.97471603133671,30.194841908628035,21.734873749896686,23.658018704112962,52.83457428595043,18.0,2024
150,ARE,4.1805257971733205,0.4900655879466592,0.9143869179271013,1.435661849739648,3.534518820233077,14.838788795457765,10.338897842796925,10.555158973019806,78.88251921646417,9.0,2024
151,GBR,3.6152655857036593,0.5210017909617017,0.9247555431971951,1.1796458857284544,3.118503199497007,14.979957823055857,10.443661666253409,9.359172005088018,78.64305904856363,25.0,2024
152,USA,3.5772705,0.0,0.8659999999999998,1.1898980000000001,2.8961398600000003,13.97,9.64,8.52930836,80.0,25.631375,2024
153,URY,3.640708228543091,1.4107302274466922,1.0226814485258517,1.1457223619425456,3.1826751986586848,16.313220861482286,11.433097776675757,10.402517465116865,76.3814907961697,25.0,2024
154,UZB,4.014956108533172,3.52636484578185,1.2185332591831677,1.2215920229534907,3.5517446838581694,18.97974693833514,13.411969997520455,13.53319092030985,71.85835429138181,15.0,2024
155,VEN,3.8879999999999995,18.768727498435233,2.598,0.5279999999999999,4.094399999999999,37.76121249739206,27.35,29.877127498435236,40.0,34.0,2024
156,VNM,3.841301802982537,2.821389722341599,1.1609297854604277,1.1710190169199344,2.0275049510301915,16.59247456279018,11.226948756095545,11.02214527873469,73.1886885574959,20.0,2024
157,ZMB,3.6951397329177147,8.572959353899865,1.7484852174323733,0.8346699066038515,3.558440664753875,26.195052793348744,18.766565418629636,18.40969487560768,59.61927904313226,30.0,2024
